ID,GEO POINT,GEO SHAPE,NAME,ADDRESS,CITY,LIB_STATE,ID_STATE,TYPE,TOT_STUDENTS,DORM_CAP,TOT_EMP
45,32.44850307200005, -99.74714463099997,TEXAS COLLEGE OF COSMETOLOGY-ABILENE,117 SAYLES BLVD.,ABILENE,TEXAS,26,COSMETOLOGY AND BARBER SCHOOLS,72,2,1000
46,35.18502593300008, -101.80878027799997,MILAN INSTITUTE OF COSMETOLOGY,2400 SOUTHEAST 27TH AVENUE,AMARILLO,TEXAS,26,COSMETOLOGY AND BARBER SCHOOLS,999,2,1000
47,42.47323951200008, -96.36073803699998,MORNINGSIDE COLLEGE,1501 MORNINGSIDE AVE,SIOUX CITY,IOWA,24,COLLEGES,1209,1202,2411
48,40.49139336600007, -88.99130726899995,ILLINOIS WESLEYAN UNIVERSITY,1312 N PARK ST,BLOOMINGTON,ILLINOIS,28,COLLEGES,14,1622,1636
49,39.94013159100007, -91.38677762999998,QUINCY UNIVERSITY,1800 COLLEGE AVE,QUINCY,ILLINOIS,28,COLLEGES,306,967,1273
50,40.885846912000034, -74.04049140099994,EASTWICK COLLEGE-HACKENSACK,250 MOORE STREET,HACKENSACK,NEW JERSEY,29,BUSINESS AND SECRETARIAL SCHOOLS,533,2,1000
51,34.42934444300005, -119.71722524499995,FIELDING GRADUATE UNIVERSITY,2020 DE LA VINA ST,SANTA BARBARA,CALIFORNIA,4,COLLEGES,312,759,1071
52,33.43425797200007, -86.11367496899999,TALLADEGA COLLEGE,627 WEST BATTLE STREET,TALLADEGA,ALABAMA,8,COLLEGES,47,1109,1156
53,33.43568026100007, -112.05490579999997,GATEWAY COMMUNITY COLLEGE-CENTRAL CITY,1245 E BUCKEYE,PHOENIX,ARIZONA,30,COSMETOLOGY AND BARBER SCHOOLS,524,2,1000
54,37.063330894000046, -76.49510392799993,CHRISTOPHER NEWPORT UNIVERSITY,1 AVENUE OF THE ARTS,NEWPORT NEWS,VIRGINIA,16,COLLEGES,129,4739,4868
55,43.07144447700006, -88.25629228899999,WAUKESHA COUNTY TECHNICAL COLLEGE,800 MAIN STREET,PEWAUKEE,WISCONSIN,12,JUNIOR COLLEGES,6952,2,1000
56,40.82729294300003, -73.20172232399995,LONG ISLAND BEAUTY SCHOOL-HAUPPAUGE,544 RTE 111,HAUPPAUGE,NEW YORK,9,COSMETOLOGY AND BARBER SCHOOLS,190,2,1000
57,38.596660314000076, -121.28025897999999,SAN JOAQUIN VALLEY COLLEGE-RANCHO CORDOVA,11050 OLSON DRIVE,RANCHO CORDOVA,CALIFORNIA,4,JUNIOR COLLEGES,197,2,1000
58,42.508620843000074, -90.70690937799998,EMMAUS BIBLE COLLEGE,2570 ASBURY RD,DUBUQUE,IOWA,24,COLLEGES,29,165,194
59,41.43947609400004, -74.42688475899996,ORANGE COUNTY COMMUNITY COLLEGE,115 SOUTH ST,MIDDLETOWN,NEW YORK,9,JUNIOR COLLEGES,5862,2,1000
60,41.123617172000024, -74.09015265099998,YESHIVA SHAAREI TORAH OF ROCKLAND,91 W CARLTON RD,SUFFERN,NEW YORK,9,COLLEGES,999,90,90
61,28.83023651900004, -81.79773085499994,LAKE-SUMTER STATE COLLEGE,9501 US HWY 441,LEESBURG,FLORIDA,5,JUNIOR COLLEGES,4760,2,1000
62,27.438040303000037, -82.59088663399996,STATE COLLEGE OF FLORIDA-MANATEE-SARASOTA,5840 26TH ST W,BRADENTON,FLORIDA,5,JUNIOR COLLEGES,9242,2,1000
63,38.914342257000044, -77.23416418299996,THE ESTHETIC INSTITUTE,8381 OLD COURTHOUSE ROAD STE 320,VIENNA,VIRGINIA,16,COSMETOLOGY AND BARBER SCHOOLS,126,2,1000
64,41.58037310700007, -87.47381440299995,PURDUE UNIVERSITY NORTHWEST,2200 169TH STREET,HAMMOND,INDIANA,15,COLLEGES,3898,5465,9363
65,40.77173100400006, -82.57772934399998,APEX ACADEMY HAIR SKIN NAILS SCHOOL OF COSMETOLOGY,1788 WEST FOURTH STREET,ONTARIO,OHIO,12,COSMETOLOGY AND BARBER SCHOOLS,35,2,1000
66,41.697492, -83.622983,GLOBAL TECH COLLEGE,4346 SECOR ROAD,TOLEDO,OHIO,12,JUNIOR COLLEGES,2,2,1000
67,41.80644, -71.412848,COLLEGE UNBOUND,325 PUBLIC STREET,PROVIDENCE,RHODE ISLAND,31,COLLEGES,57,101,158
68,40.53148738400006, -89.00172497999995,TRICOCI UNIVERSITY OF BEAUTY CULTURE-NORMAL,755 WEST RAAB ROAD,NORMAL,ILLINOIS,28,COSMETOLOGY AND BARBER SCHOOLS,56,2,1000
69,42.31728749800004, -83.23141729099996,UNIVERSITY OF MICHIGAN-DEARBORN,4901 EVERGREEN RD,DEARBORN,MICHIGAN,18,COLLEGES,3354,5429,8783
70,26.56062112500007, -81.87854850899998,THE TRAINING DOMAIN,12761 WORLD PLAZA LANE,FORT MYERS,FLORIDA,5,OTHER TECHNICAL AND TRADE SCHOOLS,999,50,1000
71,26.55473742600003, -81.88737526399996,FLORIDA SOUTHWESTERN STATE COLLEGE,8099 COLLEGE PARKWAY,FORT MYERS,FLORIDA,5,JUNIOR COLLEGES,15141,50,402
72,34.09919, -118.338301,THEATRE OF ARTS,6767 SUNSET BLVD SUITE 210,HOLLYWOOD,CALIFORNIA,4,JUNIOR COLLEGES,22,2,1000
73,39.764986253000075, -84.13749896399997,INTERNATIONAL COLLEGE OF BROADCASTING,6 S SMITHVILLE RD,DAYTON,OHIO,12,JUNIOR COLLEGES,60,2,1000
74,41.871837224000046, -87.65050254599998,UNIVERSITY OF ILLINOIS CHICAGO,601 S MORGAN,CHICAGO,ILLINOIS,28,COLLEGES,5463,28055,33518
75,35.93447497100004, -82.01698767399995,MAYLAND COMMUNITY COLLEGE,200 MAYLAND DRIVE,SPRUCE PINE,NORTH CAROLINA,23,JUNIOR COLLEGES,441,2,1000
76,40.768668744000024, -73.96479535999998,CUNY HUNTER COLLEGE,695 PARK AVE,NEW YORK,NEW YORK,9,COLLEGES,8560,15492,24052
77,41.633389356000066, -85.00569564899996,TRINE UNIVERSITY,1 UNIVERSITY AVE,ANGOLA,INDIANA,15,COLLEGES,1114,2459,3573
78,41.377036, -83.637531,BOWLING GREEN STATE UNIVERSITY-MAIN CAMPUS,220 MCFALL CTR,BOWLING GREEN,OHIO,12,COLLEGES,4195,13947,18142
79,38.30181558100003, -77.47386451199998,UNIVERSITY OF MARY WASHINGTON,1301 COLLEGE AVE,FREDERICKSBURG,VIRGINIA,16,COLLEGES,739,3554,4293
80,41.93379092500004, -88.76606470399997,NORTHERN ILLINOIS UNIVERSITY,1425 W. LINCOLN HWY.,DEKALB,ILLINOIS,28,COLLEGES,4401,12368,16769
81,32.829662, -96.98076,TINT SCHOOL OF MAKEUP & COSMETOLOGY,2716 W IRVING BLVD,IRVING,TEXAS,26,COSMETOLOGY AND BARBER SCHOOLS,104,2,1000
82,42.079508049000026, -80.09181572999995,GREAT LAKES INSTITUTE OF TECHNOLOGY,5100 PEACH STREET,ERIE,PENNSYLVANIA,17,OTHER TECHNICAL AND TRADE SCHOOLS,429,2,1000
83,37.685799958000075, -97.32336691299997,OLD TOWN BARBER COLLEGE-WICHITA,1211 E DOUGLAS,WICHITA,KANSAS,32,COSMETOLOGY AND BARBER SCHOOLS,91,2,1000
84,38.936783, -92.341048,UNIVERSITY OF MISSOURI-SYSTEM OFFICE,321 UNIVERSITY HALL,COLUMBIA,MISSOURI,6,EDUCATIONAL SUPPORT SERVICES,999,-2,1000
85,37.774888332000046, -122.22079621699999,INTERNATIONAL COLLEGE OF COSMETOLOGY,3701 INTERNATIONAL BOULEVARD,OAKLAND,CALIFORNIA,4,COSMETOLOGY AND BARBER SCHOOLS,195,2,1000
86,34.938394, -81.029884,WINTHROP UNIVERSITY,701 OAKLAND AVE,ROCK HILL,SOUTH CAROLINA,35,COLLEGES,1184,4392,5576
87,28.435756, -97.75632,COASTAL BEND COLLEGE,3800 CHARCO RD,BEEVILLE,TEXAS,26,JUNIOR COLLEGES,4105,50,172
88,37.875759, -122.24851,UNIVERSITY OF CALIFORNIA-BERKELEY,200 CALIFORNIA HALL,BERKELEY,CALIFORNIA,4,COLLEGES,3525,38802,42327
89,61.18955412200006, -149.82613488799998,UNIVERSITY OF ALASKA ANCHORAGE,3211 PROVIDENCE DRIVE,ANCHORAGE,ALASKA,36,COLLEGES,7082,4871,11953
90,37.105229, -80.696055,NEW RIVER COMMUNITY COLLEGE,5251 COLLEGE DRIVE,DUBLIN,VIRGINIA,16,JUNIOR COLLEGES,4137,2,1000
91,41.007988616000034, -76.44638299299999,BLOOMSBURG UNIVERSITY OF PENNSYLVANIA,400 E SECOND ST,BLOOMSBURG,PENNSYLVANIA,17,COLLEGES,1160,7267,8427
92,32.80810358000008, -96.84068711299994,KD CONSERVATORY COLLEGE OF FILM AND DRAMATIC ARTS,2600 STEMMONS FWY STE 117,DALLAS,TEXAS,26,JUNIOR COLLEGES,71,2,1000
93,29.39580987800008, -94.99960227599996,COLLEGE OF THE MAINLAND,1200 AMBURN ROAD,TEXAS CITY,TEXAS,26,JUNIOR COLLEGES,4335,2,1000
94,29.98514898700006, -90.10396222699995,DELGADO COMMUNITY COLLEGE,615 CITY PARK AVENUE,NEW ORLEANS,LOUISIANA,27,JUNIOR COLLEGES,13251,2,1000
95,39.30583370100004, -76.61659054699999,UNIVERSITY OF BALTIMORE,CHARLES AT MOUNT ROYAL,BALTIMORE,MARYLAND,37,COLLEGES,2070,2099,4169
96,41.502281363000066, -81.67435525499997,CLEVELAND STATE UNIVERSITY,2121 EUCLID AVENUE,CLEVELAND,OHIO,12,COLLEGES,4432,10815,15247
97,36.066239, -90.58482,CROWLEY'S RIDGE COLLEGE,100 COLLEGE DR,PARAGOULD,ARKANSAS,40,JUNIOR COLLEGES,192,50,141
98,37.767485, -122.399451,CALIFORNIA COLLEGE OF THE ARTS,1111 EIGHTH STREET,SAN FRANCISCO,CALIFORNIA,4,COLLEGES,133,1479,1612
99,37.32272255200007, -121.88698004799994,CET-SAN JOSE,701 VINE ST,SAN JOSE,CALIFORNIA,4,OTHER TECHNICAL AND TRADE SCHOOLS,171,2,1000
100,33.75952441000004, -117.99164265199994,ASIAN-AMERICAN INTERNATIONAL BEAUTY COLLEGE,7871 WESTMINSTER BLVD,WESTMINSTER,CALIFORNIA,4,COSMETOLOGY AND BARBER SCHOOLS,420,2,1000
101,35.975487445000056, -83.99584042199996,TENNESSEE SCHOOL OF BEAUTY OF KNOXVILLE INC,4704 WESTERN AVE,KNOXVILLE,TENNESSEE,20,COSMETOLOGY AND BARBER SCHOOLS,290,2,1000
102,45.489303, -122.805708,NORTHWEST COLLEGE-BEAVERTON,4200 SW WATSON AVE,BEAVERTON,OREGON,1,COSMETOLOGY AND BARBER SCHOOLS,82,2,1000
103,38.33900438400008, -87.35152172199997,OAKLAND CITY UNIVERSITY,138 N LUCRETIA ST,OAKLAND CITY,INDIANA,15,COLLEGES,631,610,1241
104,46.85901290600003, -96.85872867599994,THE SALON PROFESSIONAL ACADEMY-FARGO,4377 15TH AVE SOUTH,FARGO,NORTH DAKOTA,42,COSMETOLOGY AND BARBER SCHOOLS,152,2,1000
105,37.362661321000076, -87.51213691199996,MADISONVILLE COMMUNITY COLLEGE,2000 COLLEGE DRIVE,MADISONVILLE,KENTUCKY,39,JUNIOR COLLEGES,3104,2,1000
106,41.86169657200003, -88.01317116199994,NATIONAL UNIVERSITY OF HEALTH SCIENCES,200 E ROOSEVELT RD,LOMBARD,ILLINOIS,28,COLLEGES,63,466,529
107,36.86618207300006, -76.23425514299998,TIDEWATER TECH-TRADES,4535 E. PRINCESS ANNE RD.,NORFOLK,VIRGINIA,16,OTHER TECHNICAL AND TRADE SCHOOLS,436,2,1000
108,37.811339307000026, -92.21390952499996,WAYNESVILLE CAREER CENTER,400 G. W. LANE,WAYNESVILLE,MISSOURI,6,OTHER TECHNICAL AND TRADE SCHOOLS,30,2,1000
109,37.10807851100003, -113.55655972299996,TAYLOR ANDREWS ACADEMY-ST GEORGE,2214 E RIVERSIDE DRIVE,ST. GEORGE,UTAH,34,COSMETOLOGY AND BARBER SCHOOLS,167,2,1000
110,41.05786624900003, -74.13148640899993,EASTWICK COLLEGE-RAMSEY,10 SOUTH FRANKLIN TURNPIKE,RAMSEY,NEW JERSEY,29,JUNIOR COLLEGES,781,2,1000
111,43.055355371000076, -76.14835469599996,ST. JOSEPH'S COLLEGE OF NURSING,206 PROSPECT AVE,SYRACUSE,NEW YORK,9,JUNIOR COLLEGES,383,50,16
112,39.831577364000054, -105.002519383,PIMA MEDICAL INSTITUTE-DENVER,7475 DAKIN ST. SUITE 100,DENVER,COLORADO,14,JUNIOR COLLEGES,721,2,1000
113,26.36612623900004, -80.16802261599997,BOCA BEAUTY ACADEMY,7820 GLADES ROAD,BOCA RATON,FLORIDA,5,COSMETOLOGY AND BARBER SCHOOLS,157,2,1000
114,43.03810312500008, -77.08185949199998,WAYNE FINGER LAKES BOCES-PRACTICAL NURSING PROGRAM,131 DRUMLIN CT,NEWARK,NEW YORK,9,OTHER TECHNICAL AND TRADE SCHOOLS,143,2,1000
115,27.996581719000062, -82.49761578,ALTIERUS CAREER COLLEGE-TAMPA,3319 W HILLSBOROUGH AVE,TAMPA,FLORIDA,5,COLLEGES,17,380,397
116,26.464338143000077, -81.77423473099998,FLORIDA GULF COAST UNIVERSITY,10501 FGCU BLVD S,FORT MYERS,FLORIDA,5,COLLEGES,3591,11767,15358
117,38.685483, -90.361172,ECLIPS SCHOOL OF COSMETOLOGY AND BARBERING,91401 OVERLAND PLAZA,OVERLAND,MISSOURI,6,COSMETOLOGY AND BARBER SCHOOLS,999,50,1000
118,30.759099045000028, -89.84527912199997,NORTHSHORE TECHNICAL COMMUNITY COLLEGE,65556 CENTERPOINT BLVD.,LACOMBE,LOUISIANA,27,JUNIOR COLLEGES,3552,2,1000
119,34.257479825000075, -119.23298353699994,THE SANTA BARBARA AND VENTURA COLLEGES OF LAW AT VENTURA,4475 MARKET ST,VENTURA,CALIFORNIA,4,COLLEGES,77,153,230
120,44.93769486700006, -122.98196211799996,PHAGANS SCHOOL OF BEAUTY,622 LANCASTER DR NE,SALEM,OREGON,1,COSMETOLOGY AND BARBER SCHOOLS,50,2,1000
121,39.35130727500007, -76.61970113499996,NOTRE DAME OF MARYLAND UNIVERSITY,4701 N CHARLES ST,BALTIMORE,MARYLAND,37,COLLEGES,1279,954,2233
122,32.224289, -110.983032,CARRINGTON COLLEGE-TUCSON,201 NORTH BONITA AVENUE,TUCSON,ARIZONA,30,JUNIOR COLLEGES,346,2,1000
123,32.37456006100007, -95.31245410899999,TEXAS COLLEGE,2404 N. GRAND AVENUE,TYLER,TEXAS,26,COLLEGES,78,686,764
124,43.14415044100008, -89.29156093899996,HERZING UNIVERSITY-MADISON,5218 E. TERRACE DR.,MADISON,WISCONSIN,12,COLLEGES,1031,1361,2392
125,40.744884126000045, -73.99108529799997,PHILLIPS SCHOOL OF NURSING AT MOUNT SINAI BETH ISRAEL,766 AVENUE OF THE AMERICAS 4TH FLOOR,NEW YORK,NEW YORK,9,JUNIOR COLLEGES,254,2,1000
126,40.428206, -86.914435,PURDUE UNIVERSITY-MAIN CAMPUS,HOVDE HALL OF ADMINISTRATION,WEST LAFAYETTE,INDIANA,15,COLLEGES,6995,39660,46655
127,33.58193481200004, -111.83123660599995,ARIZONA CULINARY INSTITUTE,10585 N 114TH ST STE 401,SCOTTSDALE,ARIZONA,30,OTHER TECHNICAL AND TRADE SCHOOLS,125,2,1000
128,33.50223, -86.80917,UNIVERSITY OF ALABAMA AT BIRMINGHAM,ADMINISTRATION BLDG SUITE 1070,BIRMINGHAM,ALABAMA,8,COLLEGES,7683,14880,22563
129,42.718621778000056, -73.75102720399997,SIENA COLLEGE,515 LOUDON RD,LOUDONVILLE,NEW YORK,9,COLLEGES,148,3277,3425
130,40.060364, -76.247113,PENNSYLVANIA COLLEGE OF HEALTH SCIENCES,850 GREENFIELD ROAD,LANCASTER,PENNSYLVANIA,17,JUNIOR COLLEGES,2011,2,1000
131,40.345998845000054, -79.93995763399994,EMPIRE BEAUTY SCHOOL-WEST MIFFLIN,2394 MOUNTAINVIEW DR,WEST MIFFLIN,PENNSYLVANIA,17,COSMETOLOGY AND BARBER SCHOOLS,78,2,1000
132,38.92459650500007, -90.17411826599994,CALC INSTITUTE OF TECHNOLOGY,200A NORTH CENTER DR,ALTON,ILLINOIS,28,OTHER TECHNICAL AND TRADE SCHOOLS,99,2,1000
133,40.86151895000006, -81.78997940399995,UNIVERSITY OF AKRON WAYNE COLLEGE,1901 SMUCKER RD,ORRVILLE,OHIO,12,JUNIOR COLLEGES,1658,2,1000
134,39.947223112000074, -79.65775861399999,PENNSYLVANIA STATE UNIVERSITY-PENN STATE FAYETTE- EBERLY,2201 UNIVERSITY DRIVE,LEMONT FURNACE,PENNSYLVANIA,17,COLLEGES,999,1000,1000
135,46.95331595700003, -123.803335168,GRAYS HARBOR COLLEGE,1620 EDWARD P SMITH DRIVE,ABERDEEN,WASHINGTON,10,JUNIOR COLLEGES,1553,2,1000
136,47.31318152800003, -122.178222114,GREEN RIVER COLLEGE,12401 SE 320TH ST,AUBURN,WASHINGTON,10,JUNIOR COLLEGES,7493,2,1000
137,45.201333186000056, -123.20046397199997,LINFIELD UNIVERSITY-MCMINNVILLE CAMPUS,900 SE BAKER,MCMINNVILLE,OREGON,1,COLLEGES,27,1365,1392
138,29.888076683000065, -97.93915455399997,TEXAS STATE UNIVERSITY,601 UNIVERSITY DR,SAN MARCOS,TEXAS,26,COLLEGES,8595,29217,37812
139,32.419853567000075, -81.77993606099994,GEORGIA SOUTHERN UNIVERSITY,1332 SOUTHERN DRIVE,STATESBORO,GEORGIA,7,COLLEGES,6096,20853,26949
140,37.26528194700006, -79.94073005999996,RADFORD UNIVERSITY-CARILION,101 ELM AVENUE SE,ROANOKE,VIRGINIA,16,COLLEGES,999,999,1000
141,38.379002, -81.76802,WEST VIRGINIA STATE UNIVERSITY,RTE 25,INSTITUTE,WEST VIRGINIA,33,COLLEGES,2078,1560,3638
142,26.211216964000073, -98.20103773299996,SOUTHERN CAREERS INSTITUTE-PHARR,1500 N. JACKSON RD,PHARR,TEXAS,26,OTHER TECHNICAL AND TRADE SCHOOLS,698,2,1000
143,34.66907112900003, -92.33481422799997,ARKANSAS BEAUTY SCHOOL-LITTLE ROCK,8521 GEYER SPRINGS ROAD UNIT 30,LITTLE ROCK,ARKANSAS,40,COSMETOLOGY AND BARBER SCHOOLS,15,2,1000
144,33.93210406600008, -84.51415613799998,LIFE UNIVERSITY,1269 BARCLAY CIRCLE,MARIETTA,GEORGIA,7,COLLEGES,363,2398,2761
145,40.80828575000004, -73.96188510799993,COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,WEST 116 ST AND BROADWAY,NEW YORK,NEW YORK,9,COLLEGES,6332,23803,30135
146,32.77524980000004, -117.07122785699994,SAN DIEGO STATE UNIVERSITY,5500 CAMPANILE DR,SAN DIEGO,CALIFORNIA,4,COLLEGES,5185,31149,36334
147,37.876939064000055, -122.26177833999998,STARR KING SCHOOL FOR THE MINISTRY,5000 MACARTHUR BLVD,OAKLAND,CALIFORNIA,4,COLLEGES,45,42,87
